,title,main_body,link
91,市科协贯彻落实党的十九届四中全会精神，积极组织科技工作者为新时代大城市社区治理建言献策,12月23日，由市科协和北方工业大学主办、北京科技咨询中心承办的“大城市社区治理模式与关键技术”决策咨询沙龙成功召开。国家信访局原副局长、国务院参事、中国社区发展协会副会长王石奇，公安部孔祥涛副主任，清华大学公共管理学院党委书记彭宗超，司法部信息中心应急指挥处处长朱孔凡，北京燃气集团责任公司总工程师韩金丽，中国地震应急搜救中心科技委主任曲国胜，中国人民公安大学台运启院长等专家及相关领域近50名人员参加了此次活动。市科协党组成员、副主席孙晓峰出席沙龙活动。市科协常委、决咨委主任、北方工业大学校长丁辉主持。专家们围绕社区治理的前沿思考、社区治理与维稳评估、社区司法与信息化建设、社区燃气安全的思考、重特大地震灾害社区应急准备与响应、风险评估在社区治理的应用、社区治安关键技术支撑、党建引领社区风险治理等方向进行了主题发言，并围绕大城市社区基层风险治理、社区公众参与治理模式、社区治理科技支撑路径、社区治理关键技术等方面展开了专题讨论，通过充分挖掘大城市社区治理的经验和问题，为北京乃至全国大城市社区治理贡献智慧力量。孙晓峰同志表示这次沙龙是在积极贯彻落实党的十九届四中全会关于加强国家治理体系和国家治理能力建设的重要背景下举办的活动，具有重大意义。她认为活动体现了专业性和学术性、现实性和前瞻性、融合性和开放性的特点，从不同角度、不同环节进行了形式多样的交流，取得突出效果。她希望在座的专家和年轻科技工作者更多地参与科协相关工作中来，开展深度合作，科协也会通过对科技工作者的举荐表彰、举办各类决策咨询活动等形式，更好地履行为科技工作者服务、为党委政府科学决策参考服务的职责。市科协调宣部二级调研员阎仁浩，调宣部、北京科技咨询中心相关人员参加沙龙活动。,http://www.bast.net.cn/art/2019/12/25/art_23312_444561.html
92,75人获评全国首批科学传播专业高级职称,2019年12月24日，北京市科学传播人才队伍建设与科普事业创新发展报告会暨全国首批科学传播专业高级职称证书颁发仪式（以下简称报告会）在北京科学中心召开，75人荣获北京市首批科学传播专业高级职称。 市科协党组成员、副主席孙晓峰主持报告会，市科协秘书长、二级巡视员张玉山宣读获得2019年北京市科学传播专业正高级、副高级专业技术资格人员名单。市科协党组书记马林、市科协常务副主席司马红、中国科协科普部副部长廖红、市人力社保局事业单位人事管理处处长辛向阳为全国首批获得科学传播专业正高级、副高级职称代表颁发证书。马林、廖红发表讲话。 一、北京科学传播人才队伍规模已达五万 目前，北京市有科学传播专业技术人员5万余人，主要集中在科技场馆和科普基地，近年来也涌现出一批通过互联网、新媒体等大众传媒渠道或校外培训机构开展科普工作的专业技术人员。这些从业人员取得了专业的成果和业绩，具备了晋升相应职称的条件，但由于缺乏规范的行业资格评定标准和评审组织，没有职称晋升渠道。为解决这一问题，2019年6月，市人力社保局和市科协按照本市深化职称制度改革要求，联合印发《北京市图书资料系列（科学传播）专业技术资格评价试行办法》，首次增设科学传播专业职称，并设置正高、副高、中级、初级四个层级，满足各梯次科学传播专业技术人才的职业发展需要。职称评价过程中，采用分类评价标准和“代表作”评审，将科学传播工作按职业属性和岗位职责设立职称，分为自然科学传播和社会科学传播两大专业领域，将申报人员分为科学传播研究、科学传播内容制作和科学推广普及三类专业方向，按照“干什么、评什么”分别制定评价标准。 据介绍，从2018年起，全市职称评审工作打破职称评价“唯论文”桎梏，全面推行了代表作评审制度，申报人员可自主选择最能体现自己能力水平的代表性成果参加职称评审。本次科学传播专业职称评价工作也采取代表作评审制度，申报人可自主选择专业论文、主持完成得到有效应用的课题、决策咨询报告、政策类文件、教材教案、策划方案、研究报告、项目报告、专利等代表作成果，参加职称评审。 2019年6月，北京市科学传播专业高级职称评审工作正式启动，经过网上申报、现场审核、专家答辩并进行公示后，共有75人获得全国首批科学传播专业高级职称，其中研究馆员15人（正高级职称），副研究馆员60人（副高级职称）。 二、来自一线、高学历人员比例较高 据市科协相关负责人介绍。,http://www.bast.net.cn/art/2019/12/25/art_23312_438424.html
93,第十八届北京青少年科技创新市长奖终评答辩举行,"2019年12月20日，第十八届北京青少年科技创新市长奖终评答辩在北京市科协举行。市长奖终评委员会主任、北京市科协名誉主席、中国科学院院士陈佳洱，中国科学院院士黎乐民，中国科学院院士匡廷云，中国科学院院士吴岳良，中国工程院院士陈香美，市长奖初评委员会主任、北京理工大学教授陆际联，北京天文馆研究员景海荣，中国科学院自动化研究所研究员陶建华，中国科学院地理科学与资源研究所研究员雷梅参与评审。北京青少年科技中心主任张晓虎宣读了资格审查报告，陆际联教授宣读了初评结果报告。本届参与终评答辩的项目涉及工程学、天文学、环境科学、植物学、计算机科学与技术、生物医学、化学、微生物学、生物化学9个学科，选手们介绍了自己的课题，阐述了对科学研究的认识及参与科技活动的感受，通过PPT、照片、视频等形式展示了个人特长和才能，充分展现出首都青少年的科技和人文风采。最终，评审委员会评选出10名市长奖获得者，他们将获得由北京市市长亲笔签名的证书及奖牌。北京青少年科技创新市长奖由北京市科协、北京市教委、北京市科委联合主办，市长奖的评选在于考量候选人的综合素质，在评选过程中以科学家精神、科学道德、科研伦理、科研诚信和学术规范为标准，引导青少年践行社会主义核心价值观。市长奖的设立为广大首都青少年树立了榜样,激励更多青少年参与到科技创新活动中，对培养首都创新型科技后备人才起到了积极的推动作用。",http://www.bast.net.cn/art/2019/12/23/art_23312_438423.html
94,北京市科协举办“不忘初心、砥砺前行”延安党性锤炼培训班,为认真学习贯彻习近平新时代中国特色社会主义思想和党的十九大、十九届四中全会精神，巩固深化“不忘初心、牢记使命”主题教育成果，进一步加强革命传统教育，坚定理想信念，锤炼党性修养，继承和发扬延安精神，全面提升党务干部思想政治素质和工作能力水平，市科协于12月8日至13日在延安市委党校举办“不忘初心、砥砺前行”党性锤炼培训班。9日上午，培训班举行开班式。全体学员身着八路军军服，精神抖擞，高唱中华人民共和国国歌。延安市委党校延安干部培训学院副院长、王家坪分院院长贺海轮教授致欢迎辞，向学员简要介绍了延安市概况、自然资源、人文旅游资源、经济社会发展情况、特殊的历史地位以及延安市委党校的办学特色等。市科协党组书记马林做开班动员讲话，他从时间、地点、内容、形式、对象五个维度阐述了举办这次培训班的重要意义，他要求全体学员要学有所获，继承和弘扬延安精神，要在增强党性上有所思见成效，要在改进作风上有所悟见成效，要在提升能力上有所得见成效。他强调，全体学员要珍惜这次培训机会，严肃培训纪律，全身心投入培训，在感受革命先烈艰苦奋斗历程，重温党的光荣历史中，体悟延安精神，铭记党的初心使命，增强党性修养。随后，贺海轮向本次培训班授班旗。开班仪式由市科协党组成员、副主席、机关党委书记孙晓峰主持，市科协二级巡视员、秘书长、机关纪委书记张玉山参加开班仪式。开班仪式后，贺海轮为全体学员做了《延安精神及其时代价值》的专题教学，从延安精神的科学含义、产生条件、基本内容、科学体系和时代价值等五个方面进行了深入讲解，深刻阐释了延安精神的主要内容：坚定正确的政治方向，解放思想、实事求是的思想路线，全心全意为人民服务的根本宗旨，自力更生、艰苦奋斗的创业精神。培训班依托和利用延安的红色资源，以革命传统体验式教学为主，总计安排情景教学1次，专题辅导2次，现场教学5次，参观见学8次。学员们先后来到延安革命纪念馆、王家坪革命旧址、宝塔山、梁家河、杨家岭革命旧址、枣园革命旧址、抗日军政大学纪念馆、凤凰山革命旧址、延安新闻纪念馆、西北局革命纪念馆等进行现场学习。在延安革命纪念馆，全体学员在马林同志带领下重温入党誓词，并向老一辈无产阶级革命家雕像敬献花篮；在杨家岭中央办公厅旧址，全体学员学习毛泽东主席在延安文艺座谈会上的讲话并合唱《东方红》；在为人民服务讲话台，全体学员集体诵读毛泽东主席名篇《为人民服务》；在梁家河，学员们重温习近平总书记七年知青岁月。,http://www.bast.net.cn/art/2019/12/17/art_23312_438419.html
95,境内外农业专家助力吕梁有机旱作农业发展,10月23日，由中国国际科技交流中心、山西省科协、吕梁市人民政府主办，山西省科技助力精准扶贫工程领导小组办公室、吕梁市科协承办的以“乡村振兴 扶智脱贫”为主题的干旱半干旱地区有机旱作农业技术交流活动在吕梁召开。此次活动，中国国际科技交流中心邀请了以色列农业部温室蔬菜顾问David Silverman（大卫?西尔弗曼），中国科协海智专家、比利时金海农业集团总裁高继明，台湾神农科技发展协会理事长廖树宏，台湾大叶工学院食品科学系教授吴启川，台湾贺进国际贸易有限公司总经理杨东松，中国农业大学土地科学与技术学院教授孔祥斌等境内外农业专家参加。交流活动为期一周，包括技术交流会、专家现场考察技术指导、座谈等活动组成。 83fee5713359073a881cc1b2fad32a4.png 23日上午，技术交流会在吕梁市举行。其间，吕梁市功能食品研究会和台湾神农科技发展协会举行了签约仪式，双方将在产品研发、生产销售、技术交流等方面进行合作，把吕梁功能食品做大做强，让吕梁功能食品走出山西，走向世界。随后，孔祥斌、David Silverman、高继明、廖树宏、吴启川、杨东松分别结合有机旱作农业发展的主题，以 《乡村振兴战略背景、路径和策略》、《蔬菜种植发展趋势、实用工具和技巧》、《乡村振兴的探索与实践》、《建构助力乡村振兴方案的新思维》、《论农产品加工对吕梁精准扶贫的新意义》、《建构两岸农业冷链物流合作新模式》为题作了主题报告，从土壤保持与改良、农业产业规划、蔬菜种植、农产品加工、农产品物流与市场推广等多个角度，介绍了先进国家和地区的农业发展模式、做法，为吕梁脱贫攻坚和乡村振兴提供了借鉴。来自吕梁市直涉农部门，各市（县、区）相关部门，科技工作者、乡村e站站长等共计260多人参加了交流会。随后的一周，专家们还将前往吕梁市离石区、临县、柳林县、孝义市等地现场考察农业种植基地、农产品加工企业，并与当地企业负责人、科技工作者进行座谈。 吕梁是典型的旱作农业区，享有“红枣之乡”“核桃之都”“杂粮王国”之称。当前，吕梁正处于脱贫攻坚和乡村振兴的关键时期，迫切需要人才、智力、科技的支撑。此次活动是中国国际科技交流中心为了落实中国科协脱贫攻坚工作部署，采取“走出去 请进来”的扶贫方式，搭建平台，引入外部智力帮助吕梁贫困地区巩固脱贫成果，助力打赢脱贫攻坚战。,http://www.cast.org.cn/art/2019/10/24/art_182_103692.html
96,山西省科技扶贫中心组织捐赠向芮城县博立中学献爱心,9月27日，山西省科技扶贫中心、民盟运城市委联合在芮城县博立中学举行“金色点亮未来，爱心托起梦想”捐赠仪式。山西省科技扶贫中心主任崔国良，山西省互联网金融协会会长郭玉林，民盟运城市委驻会副主委张占州，芮城县政协副主席李官智、统战部常务副部长苏民武、教科局局长焦龙生，以及4家爱心捐赠单位负责人出席捐赠仪式。微信图片_20191024211410.jpg李官智在致辞中指出，近年来芮城县委、县政府高度重视教育工作，全县教育事业蓬勃发展。这次捐赠活动充分体现了捐赠单位积极履行社会责任、热心参与公益事业的责任担当，将进一步加快芮城教育发展步伐，推动芮城教育现代化进程。崔国良在讲话中表示，本次捐赠活动是山西省科技扶贫中心深入贯彻习近平新时代中国特色社会主义思想，积极响应国家脱贫攻坚号召，营造全社会关心教育、扶贫助学的具体行动，目的在于强化社会责任，不断加大对教育事业的关心关注。博立中学校长吕武平表示，要牢记立德树人根本任务，鼓励教育学生学会感恩，学会学习，积极回报社会，全体师生将以优异成绩，向关心、支持学校教育的各级领导和社会各界人士交一份满意的答卷。此次活动捐赠价值9.2万元的理光速印机一台，耗材2.5万元。博立中学向捐赠单位分别赠送了锦旗。,http://www.cast.org.cn/art/2019/10/24/art_182_103691.html
97,山西省科技馆载歌载舞庆祝中华人民共和国成立70周年,9月29日，山西省科技馆举行“礼赞新中国 奋斗新时代——庆祝中华人民共和国成立70周年”活动，全馆职工及合作单位130余人参加庆祝活动。 微信图片_20191024211136.jpg 伴着《歌唱祖国》的嘹亮歌声，庆祝活动拉开了大幕。围绕“礼赞新中国 奋斗新时代”的主题，庆祝活动共分为“致敬”“颂扬”“奋进”三个篇章。在“致敬”篇章，大家聚焦“我爱我的国”，通过舞蹈《祖国您好》、诗朗诵《十月的回响》和歌曲《站在草原望北京》诚挚表达着对伟大祖国的美好祝愿和真情实意；在“颂扬”篇章，大家以“礼赞新中国”为主线，通过歌曲《厉害了，我的国》、诗朗诵《祖国啊！我为你歌唱》等节目抒发着对伟大祖国壮丽70年的赞颂之情；在“奋进”篇章，大家聚焦“奋斗新时代”主题，通过歌舞《我们都是追梦人》《我奋斗，我幸福》《团结就是力量》《幸福生活一起走》等节目，殷切表达着科技馆人一心向着“中国梦”，以团结作帆、以奋斗划桨，建功立业新时代的昂扬斗志。 伴随着《我和我的祖国》的优美旋律，活动进入尾声。全体人员挥舞着五星红旗，放声高歌，共同为我们伟大的祖国祝福、祈愿，现场汇成一片红色的海洋，歌声带着祝福充盈了整个会场，庆祝活动达到高潮。 以激情作歌，用奋斗献礼，庆祝中华人民共和国成立70周年活动的圆满举行，不仅表达了山西科技馆全馆职工对伟大祖国的祝福之情，更为科技馆人不忘初心、牢记使命，建功立业新时代，注入了强大的精神动力，激励着全馆职工把爱国奋斗的热情转化为敬业奉献的实际行动。,http://www.cast.org.cn/art/2019/10/24/art_182_103690.html
98,宁夏科协在全国基层科协“三长”论坛上做专题报告,10月18日，由中国科协组织人事部主办、江苏省科协承办的全国基层科协“三长”论坛在南京召开。中国科协党组书记、常务副主席、书记处第一书记怀进鹏出席会议，宁夏回族自治区科协党组书记、主席陈红缨应邀在论坛上作《宁夏科协提升基层科协组织力“3＋1”工作实践与思考》的专题报告，介绍宁夏经验。来自全国各省、市、县科协有关人员和基层科协“三长”代表约200人聆听报告。 专题报告会上，陈红缨表示，举办全国基层科协“三长”论坛，非常及时、非常必要，为各省市区交流互鉴、共同提高搭建了平台，有力地推进全国科协系统“3+1”工作向纵深发展。她从省级科协党组书记的视角，从认识上凝聚共识、争取高层推动上下功夫、在上下联动上做文章、在落地生根上出实招等方面，向与会者介绍宁夏推进基层科协“3+1”工作的经验做法，并就如何进一步推进这项工作，开出了宁夏方案。与会者边听边思，宁夏的经验做法得到了大家的认可。针对如何进一步建设乡村科技馆的问题，她给出宁夏龙王坝科普小镇参考案例。 据统计，宁夏回族自治区基层科协通过选举或增补方式吸纳“三长”担任县级科协副主席、常委、委员， 21个县区、235个乡镇（街道）均成立科协，县级科协兼职副主席68人，兼职乡镇（街道）科协副主席677人，其中学校校长248人、医院院长225人、农技站长204人，实现了三长人员全覆盖。,http://www.cast.org.cn/art/2019/10/24/art_208_103686.html
99,海南省科协召开“科技扶贫和乡村振兴”沙龙,10月19日，海南省科协主办、海南省低碳经济发展促进会承办的“科技扶贫和乡村振兴”主题沙龙在海口市召开。沙龙的主题为特色高效沉香产业促进扶贫及乡村振兴。海南省科协宣传部负责人、海南省低碳经济发展促进会会长武永清、海南大学机电工程学院副院长金志扬、海南医学院副教授马东、海南经贸职业技术学院副教授林晓梅、省沉香协会、省乡村振兴促进会、省沉香收藏协会等沉香行业人士共计50人出席沙龙活动，共同探讨沉香产业如何促进扶贫，推动乡村振兴。2.jpg会上，海南省沉香协会秘书长温科对《海南省沉香产业概况的报告》进行剖析解读。金志扬以《乡村振兴产业发展模式的思考及战略规划》为题作报告，分享了海南省三亚市沉香产业发展的实际案例。他认为，打造沉香产业链需结合“乡村振兴”，要构建现代农业产业体系，加快推进“十镇百村”工程，通过打造沉香产业链改造优化农村人居环境，改善农村生活条件，促进乡村振兴建设，解决海南省部分农村脱贫的问题，推动乡村经济增长。马东以《农产品消费意愿与精准营销分析》为题作报告，阐述了打造沉香产业链要更多思考如何将产品做到精准营销，要做到精细化建设（生产精细化、营销精细化），将服务增值推动产业增值，打造好沉香产业精准营销体系，建立稳定的精准销售渠道。林晓梅以《互联网金融助力精准扶贫》为题作报告，阐述了互联金融是产业创建及推动产业发展不可缺少的一环，要想产业创建初起，就得做好资金的筹备，没有资金的推动产业创建等于空产。沙龙互动环节，与会的沉香产业行业内人士纷纷发言，提出了具有实操性的意见和建议。会议要求就主题沙龙所探讨的相关问题提炼总结，形成为海南省科技扶贫和乡村振兴的建议，提交海南省委省政府参阅，并做好海南省科协建言献策智库建设科技沙龙项目的相关管理工作。,http://www.cast.org.cn/art/2019/10/24/art_199_103684.html
100,农业“一带一路”年度交流会在京举行,10月17日，依托“一带一路”科技组织合作系列活动，由北京市科学技术协会支持、北京农学会承办的农业一带一路年度交流会在北京举办。来自毛里求斯富尔肯公民联盟、北京市民间组织国际交流促进会、北京农学会、北京市中西医结合学会、北京市学习科学会等组织单位的负责人参加了交流会。会上，中毛两国学会在农业种植、农民培训方面，就深化合作、共享发展等问题，展开了深入的交流和讨论，并达成了诸多共识。本次交流会由北京农学会理事长李云伏主持。农学会1.jpg北京市民间组织国际交流促进会秘书处副处长靳璞在致辞中表示，从2018年开始，北京市民间组织国际交流促进会，和毛里求斯富尔肯公民联盟开展了积极的互访交流，并在农业合作方面取得了实质性的进展。毛里求斯是第一个与中国签订自由贸易协定的非洲国家，中毛之间的经贸、技术合作也有良好的基础，希望北京更多的学会组织，与毛里求斯富尔肯公民联盟展开更加深入和广泛的合作。毛里求斯富尔肯公民联盟主席冈萨姆·西伯伦对交流会的召开表示祝贺，对中毛两国的合作感到欣喜。冈萨姆表示，农业合作以来，中国培训种植的铁皮石斛，是一种十分适合毛里求斯岛国种植的经济作物，在毛里求斯产生了良好的经济效应，也让毛里求斯对中国的中草药种植产生了浓厚的兴趣。他代表毛里求斯有关部门和组织，对中国的援助表示感谢，并愿意以毛里求斯为桥梁和纽带，帮助中国在非洲推广相关种植技术。冈萨姆对农业新产品和新技术的引进提出了五项具体合作方向：一是开展农业技术分析合作，加强农民知识培训；二是进一步开展农业扶贫；三是在农机领域，加大中国农业机械，特别是适合岛国农业作业的小型机械购买和引进；四是加强农业物资的引进；五是做好农业生产用房的建设。北京市科学技术协会国际部部长曾福林在发言中表示，作为北京市科协下属的学会，北京农学会、北京中西医结合学会、北京市学习科学学会这三家单位，在对外合作和交流方面做了很多卓有成效的工作，也总结了大量先进的经验，值得肯定和推广。作为联系科技工作者的纽带，北京市科协一直重视对外合作，明年也会继续开展全新的合作交流项目，期待11月份到毛里求斯访问交流，并最终形成合作备忘录。同时，他还邀请毛里求斯作为代表队，前来参加2020年北京市青少年科技创新大赛。北京农学会、北京市中西医结合学会、北京市学习科学会负责人介绍了各自学会的情况，并结合学会本身工作，对中毛双方的合作方向、合作路径给出了积极意见和建议。,http://www.cast.org.cn/art/2019/10/24/art_179_103683.html
101,江西省获批两家中国科协“海智计划”工作基地,近日，经中国科协“海智计划”领导小组批准，同意在井冈山国家农业科技园、上饶经济技术开发区设立两家中国科协“海智计划”工作基地。江西省新增两家中国科协海智基地。中国科协“海智计划”工作基地是开展海智计划工作的示范，旨在于积极搭建海外高层次人才引进、项目合作、学术交流、决策咨询的平台，引导海外人才智力集聚，更好地为地方创新驱动和经济社会发展服务。为进一步提升海智计划服务江西创新创业的力度，2019年，江西省科协积极组织相关单位申报中国科协海智计划工作基地。在有关单位申报的基础上，遴选推荐了井冈山国家农业科技园、上饶经济技术开发区两家单位参加中国科协“海智计划”工作基地评选，全部入选。江西省科协将以此为契机，按照《中国科协海智计划工作基地管理办法》（试行）相关规定，认真做好基地建设和运营管理工作。加强引导，督促两个基地接长手臂，通过实地工作、视频指导、微信联系等手段进一步发挥海外专家的作用，务求实效，着力推动基地建设，推动海外创新资源向江西省转移，推动江西海智工作再上新台阶，为建设富裕美丽幸福现代化江西提供有力的人才智力支撑。,http://www.cast.org.cn/art/2019/10/24/art_192_103658.html
102,第五届上海国际自然保护周启动,10月19日，由上海市科协与上海市科委、市生态环境局、市教委、市绿化和市容管理局、上海科普教育发展基金会共同主办的“第五届上海国际自然保护周”在上海科技馆启动。著名小提琴演奏家黄蒙拉先生受聘为本届国际自然保护周形象大使，并发起《生态文明行动倡议》，呼吁社会各界做自然保护的宣传者、绿色生活的践行者、生态未来的建设者，共同谱写“人与自然、和谐共生”的新时代壮美华章。本届上海国际自然保护周以“汇聚你我之力，共建生态未来”为主题，整合优质科普教育资源，推出了适合公众广泛参与的九大主题活动，分别为“名人讲坛”、“生态?卫士”环保科普活动、“蓝绿?家园”青少年主题活动、“时尚?宜居”生态践行活动、“拾趣?童行”野趣自然体验活动等。其中”名人讲坛”主题活动邀请了来自美国、加拿大、意大利等国家以及国内的自然保护领域专家代表，围绕美丽家园建设、绿色发展、生态保护等内容，集中进行17场专题报告，分享研究成果，启发公众对于自然保护的新认识。接下来的一周，市民朋友们可以在与全球自然保护专家的对话中启迪新思，在科普场馆和科普教育基地中学习体验，还可以走进滨江绿地、东滩湿地、动植物园、森林公园，在与自然的亲密接触中切身感受人与自然和谐相处给这座城市带来的美好。,http://www.cast.org.cn/art/2019/10/24/art_187_103656.html
103,创新方法企业示范基地（大船）培训班在大连举办,为了深入贯彻辽宁省委“1+8”系列文件精神，落实辽宁省科协服务振兴发展三年行动计划，提升科技创新水平，培育创新方法团队，10月14-18日，由辽宁省科技馆、辽宁省创新方法研究会、大船集团联合举办的创新方法企业示范基地（大船）培训班在大连市举办。本期培训班特邀中国创造学会理事、大连工业大学教授于占元，原大连市科技干部进修学院院长周志舰等专家授课。会前大船基地与专家进行了充分的研讨，科学设计课程体系，并安排了试讲环节。授课内容包括TRIZ工具应用流程与补充、专利详解与检索、过程功能分析与裁剪措施、流分析、功能导向搜索与效应、精益生产概述、创新实践分享、ARIZ、创新学习与案例分享等。培训通过详细讲解和练习，使参训学员熟练掌握了TRIZ中分析问题、解决问题的工具和流程。讲授内容注重将创新方法与工作实践相结合，有效提升了学员在工作实践中的创新能力。此次培训是辽宁创新方法推广应用工作的又一次创新性探索，辽宁省科技馆通过科学谋划，丰富服务手段，提升服务效能，接长服务手臂，依托大船集团创新方法应用的深厚底蕴和成功经验，在大船建立了辽宁省创新方法企业应用推广示范基地，辐射了山船、渤船等辽宁省重要船舶工业企业10余家。至此，本年度已建立企业示范基地2家，完成全年工作计划。下一阶段，将通过全国学会专家入辽、创新方法进企业等活动为抓手，拓展工作覆盖面，激发科技工作者创新热情，提高科技工作者创新能力，为辽宁省全面振兴、全方位振兴做贡献。开班仪式上，辽宁省科技馆、大船集团有关负责人分别就培训意义、培训要求作了简短讲话。5天紧张的封闭培训，现场座无虚席，20余名科研人员、创新管理人员、技术人员参加了此次培训。,http://www.cast.org.cn/art/2019/10/24/art_184_103655.html
104,河南省新乡市科协第六次代表大会召开,10月20日，河南省新乡市科协第六次代表大会召开。河南省科协副主席房卫平、新乡市委书记张国伟出席并讲话，新乡市委副书记王新军，市人大常委会主任王乐新，市委常委、组织部部长张涛，副市长王占波，市政协副主席杨书廷出席会议。房卫平代表河南省科协向大会召开表示祝贺，对新乡市科协近年来工作给予肯定。他希望，新乡市各级科协组织要以习近平新时代中国特色社会主义思想为指导，学习贯彻党的十九大精神和习近平总书记视察调研河南时的重要讲话精神，落实党的群团工作和群团改革部署，不忘初心、牢记使命，以更加昂扬的精神状态，团结带领广大科技工作者，投身到科技创新、科学普及等各项工作中去，继续谱写科协事业发展新篇章，努力为中原更加出彩增光添彩。张国伟代表新乡市委、市人大常委会、市政府、市政协对大会召开表示祝贺，对新乡市科协第五次代表大会以来全市科技工作予以肯定。他要求，全市各级科协组织和广大科技工作者要提高政治站位，牢记初心使命，认真学习贯彻习近平总书记考察调研河南时的重要讲话精神，勇担历史赋予的重任，勇做新时代科技尖兵，积极投身新乡高质量发展的生动实践，在科技创新的道路上奋发有为、再立新功。他强调，新乡市科协要牢牢把握正确政治方向，以这次换届为契机，不断加强自身建设，切实提高“四服务”能力，努力开创科协工作新局面。市各级党委、政府要进一步加强和改进对科协工作的领导，高度重视科技人才队伍建设，营造更加有利于育才、引才、用才、留才的良好环境。王新军在大会闭幕式上向当选的新一届委员会及领导班子表示祝贺，并对新乡市科协今后工作提出了新要求。大会审议并通过了新乡市科协第五届委员会工作报告，选举产生了新乡市科协第六届委员会及领导班子。,http://www.cast.org.cn/art/2019/10/24/art_196_103650.html
105,山西省科协企业创新服务中心在运城市开展科技信息入企精准服务工作,9月中旬，山西省科协企业创新服务中心与运城市科协深入运城市部分重点企业开展科技信息企业推广应用服务工作，通过精准服务进一步提升企业创新能力，服务企业人才培养。微信图片_20191023220630.jpg期间，山西省科协企业创新服务中心与运城市科协先后深入山西丰喜化工设备有限公司、永济优耐特绝缘材料有限责任公司、亚宝药业集团有限公司、山西同济药业有限公司、山西银光华盛镁业股份有限公司、山西建龙实业有限公司、闻喜县泽野生物科技有限公司，面对面同企业一线科研人员交流，了解企业在科技创新方面的需求，针对科技信息应用企业的应用情况和问题做了答疑指导，并详细介绍了专利信息资源系统的具体操作方法，推动辅导企业进一步产生应用成果。企业高管及科研人员纷纷表示，通过精准服务加深了对科协组织工作的了解和对系统使用方法的理解。部分企业表示，原先参加相关培训不够重视、一知半解，通过本次精准服务答疑，才真正认识到科技信息系统非常实用，对将科技信息运用到企业研发生产中，提升企业创新能力充满信心。科技信息企业推广应用服务项目是中国科协开展的一项服务企业技术创新的重要工作，旨在帮助企业提升专利应用能力、提高研发起点、节约研发成本、缩短研发时间、提高研发效率、全面提升企业自主创新能力。活动通过入企精准服务，一对一的解答企业对系统应用上的问题，切实提升了企业科技信息综合运用的能力，帮助企业一线研发人员进一步了解世界科技发展动态，掌握特定技术领域现有技术水平，从而帮助企业通过项目带动，在科研攻关、专利创新、技术革新、产品升级等方面取得实实在在的效益。,http://www.cast.org.cn/art/2019/10/23/art_182_103639.html
106,2019年山西省科协年会在晋城举办健康科普报告会,为贯彻落实《“健康中国2030”规划纲要》，引导大众培养健康生活方式和健康行为，9月25日，2019年山西省科协年会“科学传播”板块活动——健康科普报告会在晋城举办。山西省科协党组成员、副主席郝建新出席活动。中国科技新闻学会科技报分会副理事长兼秘书长石宝新主持报告会。微信图片_20191023220059.jpg论坛由山西省科协主办，晋城市科协、山西省院士专家服务中心承办，健康生活方式论坛组委会、品牌山西产业联盟协办，由2019健康生活方式论坛、产需对接、展示展评等活动组成。活动特邀中国医学科学院阜外医院国家心血管病中心心肺功能主任孙兴国教授、用生活方式解决生活方式病倡导者逯明福博士、山西保仁堂生物科技有限责任公司董事长王建新、山西三安生物科技有限公司互联部经理张寒牡等专家作健康科普报告，从运动、心理、生活、健康管理等方面阐释预防重于治疗的健康理念，引导大众健康生活。孙兴国以《医学反思、创新理论——慢病有效诊疗和健康有效管理》为题作了精彩的健康科普报告。他从中医、西医不同的角度对慢病有效诊疗和健康有效管理进行深入的刨析；对各种慢病、心血管疾病的防、治、康、养一体化健康管理提出指导性建议；并分享多个整体论指导个体化精准运动整体方案临床医学实践病例。他表示，在《整体整合生理学/医学》新理论体系指导下，正确解读心肺运动试验数据，可以广泛用于心血管、呼吸、代谢和血液系统疾病的诊断、鉴别诊断、严重程度评估、心脏移植选择和管理、运动康复治疗、治疗效果评估和预后预测等诊疗环节。逯明福博士表示，解决生活方式病的终极途径是建立良好的生活方式，健康的生活方式才是照顾人体本能的根本手段。任何神医妙药也不能代替自己身体的功能，唯有提高健康觉悟，实践正确的生活方式方能健康长寿。王建新在报告中从中医角度分析了内养外修的养生理念，并分享了他多年来依靠食物进行健康养生的经验。他表示，很多人不由自主地忽视了最容易获得健康的方式。在日常饮食中，通过不同特定功效的食物搭配可以实现健康养生的目的。他认为，内养以“肝净”为主要目的，“肝净”才能健康，健康才能美丽。外修一定要建立在内养的基础上，对于女性朋友来说，美丽的肌肤必是由内而外的纯净通透。张寒牧从生物农业、生物医药、生态环保三大领域介绍了生命信息调控技术，并从科技新角度、康复新方法等方面着重分享了慢病康复、药食同源等健康生活方式。他表示，健康生活，理念先行。科技和理念是根基，康复和调节是方法。,http://www.cast.org.cn/art/2019/10/23/art_182_103637.html
